taxid	lineage	name	rank	SRR5803943	SRR5803944	SRR5803945	SRR5803946	SRR5803949	SRR5803950	SRR5803951	SRR5803952	SRR5803953	SRR5803954	SRR5803955	SRR5803956	SRR5803957	SRR5803958	SRR5803959	SRR5803960	SRR5803961	SRR5803962	SRR5803963	SRR5803964	SRR5803965	SRR5803966	SRR5803967	SRR5803968	SRR5803969	SRR5803970	SRR5803971	SRR5803972	SRR5803973	SRR5803984	SRR5803985	SRR5803986	SRR5803997	SRR5803998	SRR5803999	SRR5804000	SRR5804001	SRR5804002	SRR5804003	SRR5804004	SRR5804005	SRR5804006	SRR5804007	SRR5804008	SRR5804009	SRR5804010	SRR5804011	SRR5804012
1148	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sneathiellales;order;	Sneathiellales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sneathiellales;order;Sneathiellaceae;family;	Sneathiellaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3320	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Sneathiellales;order;Sneathiellaceae;family;Taonella;genus;	Taonella	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1130	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rickettsiales;order;	Rickettsiales	order	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1131	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rickettsiales;order;Anaplasmataceae;family;	Anaplasmataceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
4230	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Alphaproteobacteria;class;Rickettsiales;order;Anaplasmataceae;family;Lyticum;genus;	Lyticum	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
-842	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;unclassified_Proteobacteria;;	unclassified_Proteobacteria		0	2	0	2	10	1	0	12	4	0	7	0	0	13	0	0	0	1	0	2	10	2	2	0	0	3	2	4	1	0	0	7	14	0	11	3	0	1	49	14	1	4	0	1	0	3	7	2
3018	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;	Oligoflexia	class	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
4368	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Silvanigrellales;order;	Silvanigrellales	order	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
4369	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Silvanigrellales;order;Silvanigrellaceae;family;	Silvanigrellaceae	family	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
4371	Root;rootrank;Bacteria;domain;Proteobacteria;phylum;Oligoflexia;class;Silvanigrellales;order;Silvanigrellaceae;family;Fluviispira;genus;	Fluviispira	genus	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
401	Root;rootrank;Bacteria;domain;Aquificae;phylum;	Aquificae	phylum	4	6	3	4	9	16	2	2	2	1	3	4	6	0	3	1	4	3	2	5	8	6	6	4	2	4	12	5	3	4	1	5	9	1	11	7	3	1	11	3	7	3	1	0	5	6	5	5
402	Root;rootrank;Bacteria;domain;Aquificae;phylum;Aquificae;class;	Aquificae	class	4	6	3	4	9	16	2	2	2	1	3	4	6	0	3	1	4	3	2	5	8	6	6	4	2	4	12	5	3	4	1	5	9	1	11	7	3	1	11	3	7	3	1	0	5	6	5	5
403	Root;rootrank;Bacteria;domain;Aquificae;phylum;Aquificae;class;Aquificales;order;	Aquificales	order	4	6	3	4	9	16	2	2	2	1	3	4	6	0	3	1	4	3	2	5	8	6	6	4	2	4	12	5	3	4	1	5	9	1	11	7	3	1	11	3	7	3	1	0	5	6	5	5
404	Root;rootrank;Bacteria;domain;Aquificae;phylum;Aquificae;class;Aquificales;order;Aquificaceae;family;	Aquificaceae	family	4	6	3	4	9	16	2	2	2	1	3	4	6	0	3	1	4	3	2	5	8	6	6	4	2	4	12	5	3	4	1	5	9	1	11	7	3	1	11	3	7	3	1	0	5	6	5	5
408	Root;rootrank;Bacteria;domain;Aquificae;phylum;Aquificae;class;Aquificales;order;Aquificaceae;family;Hydrogenobacter;genus;	Hydrogenobacter	genus	4	6	3	4	9	16	2	2	2	1	2	4	6	0	3	1	4	2	2	5	8	6	6	4	2	3	11	5	3	4	1	4	8	1	10	7	3	1	11	3	5	2	1	0	5	6	5	4
-405	Root;rootrank;Bacteria;domain;Aquificae;phylum;Aquificae;class;Aquificales;order;Aquificaceae;family;unclassified_Aquificaceae;;	unclassified_Aquificaceae		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1
2755	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;	Ignavibacteriae	phylum	5	3	2	4	4	2	7	2	0	0	7	0	4	1	1	3	1	3	3	3	11	0	1	6	0	2	6	4	2	0	2	6	2	2	12	73	7	0	24	8	5	1	15	0	18	1	65	6
690	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;	Ignavibacteria	class	5	3	2	4	4	2	7	2	0	0	7	0	4	1	1	3	1	3	3	3	11	0	1	6	0	2	6	4	2	0	2	6	2	2	12	73	7	0	24	8	5	1	15	0	18	1	65	6
691	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;Ignavibacteriales;order;	Ignavibacteriales	order	5	3	2	4	4	2	7	2	0	0	7	0	4	1	1	3	1	3	3	3	11	0	1	6	0	2	6	4	2	0	2	6	2	2	12	73	7	0	24	8	5	1	15	0	18	1	65	6
692	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;Ignavibacteriales;order;Ignavibacteriaceae;family;	Ignavibacteriaceae	family	5	3	2	4	4	2	7	2	0	0	7	0	4	1	1	3	1	3	3	3	11	0	1	6	0	2	6	4	2	0	2	6	2	2	12	73	7	0	24	8	5	1	15	0	18	1	65	6
693	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;Ignavibacteriales;order;Ignavibacteriaceae;family;Ignavibacterium;genus;	Ignavibacterium	genus	2	2	2	2	1	2	0	2	0	0	6	0	2	1	1	1	0	1	1	1	2	0	0	0	0	2	1	1	1	0	1	2	1	0	4	2	3	0	3	3	1	0	2	0	0	0	0	0
3214	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;Ignavibacteriales;order;Ignavibacteriaceae;family;Melioribacter;genus;	Melioribacter	genus	2	1	0	2	2	0	6	0	0	0	1	0	1	0	0	2	1	1	2	1	7	0	1	4	0	0	5	1	1	0	0	2	1	2	4	71	4	0	21	4	4	1	13	0	17	1	63	4
-693	Root;rootrank;Bacteria;domain;Ignavibacteriae;phylum;Ignavibacteria;class;Ignavibacteriales;order;Ignavibacteriaceae;family;unclassified_Ignavibacteriaceae;;	unclassified_Ignavibacteriaceae		1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	2	0	0	0	2	0	0	1	2	0	0	4	0	0	0	0	1	0	0	0	0	1	0	2	2
2142	Root;rootrank;Bacteria;domain;Microgenomates;phylum;	Microgenomates	phylum	3	1	0	1	0	3	0	9	3	2	33	0	0	9	0	11	1	0	1	0	84	4	0	5	7	1	1	2	8	0	0	3	1	0	10	0	1	0	10	2	1	0	3	0	0	5	8	4
2143	Root;rootrank;Bacteria;domain;Microgenomates;phylum;Microgenomates_genera_incertae_sedis;genus;	Microgenomates_genera_incertae_sedis	genus	3	1	0	1	0	3	0	9	3	2	33	0	0	9	0	11	1	0	1	0	84	4	0	5	7	1	1	2	8	0	0	3	1	0	10	0	1	0	10	2	1	0	3	0	0	5	8	4
1883	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;	Spirochaetes	phylum	25	4	5	10	58	33	16	17	77	11	79	7	5	8	38	88	11	4	10	2	157	15	25	19	27	30	19	22	62	11	25	0	113	8	5	33	8	18	50	6	18	11	4	1	12	15	15	9
1884	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;	Spirochaetia	class	25	4	5	10	58	33	16	17	77	11	79	7	5	8	38	88	11	4	10	2	157	15	25	19	27	30	19	22	62	11	25	0	113	8	5	33	8	18	50	6	18	11	4	1	12	15	15	9
1885	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;	Spirochaetales	order	25	4	5	10	58	33	16	17	77	11	79	7	5	8	38	88	11	4	10	2	157	15	25	19	27	30	19	22	62	11	25	0	113	8	5	33	8	18	50	6	18	11	4	1	12	15	15	9
1895	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;	Spirochaetaceae	family	25	4	4	10	57	31	16	17	77	11	79	7	4	8	38	88	10	4	10	2	156	14	15	18	27	29	19	13	61	10	25	0	113	8	5	33	8	18	47	5	17	10	4	1	12	15	13	6
3619	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;Rectinema;genus;	Rectinema	genus	25	0	4	10	57	28	16	17	76	11	74	6	1	7	38	87	10	3	10	2	155	14	15	17	27	29	8	8	61	8	24	0	109	1	4	4	4	18	47	3	6	10	3	0	10	15	12	3
1903	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;Treponema;genus;	Treponema	genus	0	2	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	0	1	2	3	0	0	2	3	0	1	0	0	0	1	2
-1896	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;unclassified_Spirochaetaceae;;	unclassified_Spirochaetaceae		0	2	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	1
1902	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Spirochaetaceae;family;Spirochaeta;genus;	Spirochaeta	genus	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	11	4	0	1	0	0	0	5	0	25	1	0	0	0	8	0	0	0	2	0	0	0
-1886	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;unclassified_Spirochaetales;;	unclassified_Spirochaetales		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1891	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Leptospiraceae;family;	Leptospiraceae	family	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	10	1	0	0	0	9	1	1	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	2	3
1893	Root;rootrank;Bacteria;domain;Spirochaetes;phylum;Spirochaetia;class;Spirochaetales;order;Leptospiraceae;family;Leptospira;genus;	Leptospira	genus	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	10	1	0	0	0	9	1	1	0	0	0	0	0	0	0	0	3	1	1	1	0	0	0	0	2	3
758	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;	Deinococcus-Thermus	phylum	21	26	8	24	34	27	19	11	10	2	24	15	17	12	4	11	4	6	4	12	18	30	24	13	6	12	36	20	14	22	18	10	17	7	32	22	28	15	53	15	33	12	8	0	13	13	33	23
759	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;	Deinococci	class	21	26	8	24	34	27	19	11	10	2	24	15	17	12	4	11	4	6	4	12	18	30	24	13	6	12	36	20	14	22	18	10	17	7	32	22	28	15	53	15	33	12	8	0	13	13	33	23
767	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Thermales;order;	Thermales	order	21	25	8	24	34	27	19	11	10	2	24	15	17	12	4	11	4	6	4	12	18	30	24	13	6	12	36	20	14	22	18	10	17	7	32	22	28	15	52	15	33	12	8	0	13	13	33	23
768	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Thermales;order;Thermaceae;family;	Thermaceae	family	21	25	8	24	34	27	19	11	10	2	24	15	17	12	4	11	4	6	4	12	18	30	24	13	6	12	36	20	14	22	18	10	17	7	32	22	28	15	52	15	33	12	8	0	13	13	33	23
772	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Thermales;order;Thermaceae;family;Thermus;genus;	Thermus	genus	20	25	8	24	33	27	18	11	10	1	24	15	17	12	4	11	4	6	4	12	17	30	23	12	6	12	35	20	13	21	18	10	16	6	30	21	28	14	48	14	31	11	8	0	13	13	30	21
770	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Thermales;order;Thermaceae;family;Meiothermus;genus;	Meiothermus	genus	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	2	1	0	1	4	1	2	1	0	0	0	0	3	2
4044	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;	Trueperales	order	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
765	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;Trueperaceae;family;	Trueperaceae	family	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
766	Root;rootrank;Bacteria;domain;Deinococcus-Thermus;phylum;Deinococci;class;Trueperales;order;Trueperaceae;family;Truepera;genus;	Truepera	genus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2140	Root;rootrank;Bacteria;domain;Parcubacteria;phylum;	Parcubacteria	phylum	2	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	85	0	0	0	0	0	0	1	0	0	0	0	8	0
2141	Root;rootrank;Bacteria;domain;Parcubacteria;phylum;Parcubacteria_genera_incertae_sedis;genus;	Parcubacteria_genera_incertae_sedis	genus	2	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	85	0	0	0	0	0	0	1	0	0	0	0	8	0
694	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;	Chloroflexi	phylum	22	9	8	16	16	82	2	5	9	1	15	3	4	2	6	13	5	9	2	11	10	12	14	17	2	13	10	7	30	38	23	11	23	4	31	13	4	29	29	23	11	17	1	7	6	29	19	13
2785	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermoflexia;class;	Thermoflexia	class	4	0	1	1	4	6	0	1	2	0	4	0	0	0	2	2	0	2	0	1	1	3	3	1	0	0	1	0	2	1	2	0	1	2	2	4	0	1	4	1	0	0	1	1	4	0	3	2
2786	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermoflexia;class;Thermoflexales;order;	Thermoflexales	order	4	0	1	1	4	6	0	1	2	0	4	0	0	0	2	2	0	2	0	1	1	3	3	1	0	0	1	0	2	1	2	0	1	2	2	4	0	1	4	1	0	0	1	1	4	0	3	2
2787	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermoflexia;class;Thermoflexales;order;Thermoflexaceae;family;	Thermoflexaceae	family	4	0	1	1	4	6	0	1	2	0	4	0	0	0	2	2	0	2	0	1	1	3	3	1	0	0	1	0	2	1	2	0	1	2	2	4	0	1	4	1	0	0	1	1	4	0	3	2
2788	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermoflexia;class;Thermoflexales;order;Thermoflexaceae;family;Thermoflexus;genus;	Thermoflexus	genus	4	0	1	1	4	6	0	1	2	0	4	0	0	0	2	2	0	2	0	1	1	3	3	1	0	0	1	0	2	1	2	0	1	2	2	4	0	1	4	1	0	0	1	1	4	0	3	2
695	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;	Anaerolineae	class	15	3	6	10	8	70	1	2	6	1	9	2	1	2	4	9	4	5	1	8	8	8	7	10	2	12	6	0	27	33	19	9	16	1	25	8	1	26	15	19	5	12	0	6	1	28	14	7
696	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;	Anaerolineales	order	15	3	6	9	7	70	1	1	6	1	9	2	1	2	3	9	4	4	1	8	8	7	7	10	2	12	6	0	27	32	19	9	16	1	25	8	1	26	14	18	4	12	0	6	1	27	13	7
697	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;	Anaerolineaceae	family	15	3	6	9	7	70	1	1	6	1	9	2	1	2	3	9	4	4	1	8	8	7	7	10	2	12	6	0	27	32	19	9	16	1	25	8	1	26	14	18	4	12	0	6	1	27	13	7
-698	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;unclassified_Anaerolineaceae;;	unclassified_Anaerolineaceae		15	2	6	8	7	66	1	0	5	1	9	1	1	1	3	8	4	3	1	8	8	7	7	9	2	12	6	0	26	27	19	9	13	1	24	7	1	26	14	18	3	12	0	6	1	22	13	7
3215	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Ornatilinea;genus;	Ornatilinea	genus	0	1	0	1	0	4	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	4	0	0	3	0	1	1	0	0	0	0	1	0	0	0	0	4	0	0
3216	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Pelolinea;genus;	Pelolinea	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
-696	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Anaerolineae;class;unclassified_Anaerolineae;;	unclassified_Anaerolineae		0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0
707	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;	Chloroflexia	class	1	1	0	2	0	0	0	1	0	0	1	0	2	0	0	1	0	2	0	1	1	0	2	3	0	0	0	1	1	2	1	0	2	0	0	0	0	1	4	1	1	3	0	0	0	0	0	0
708	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;	Chloroflexales	order	1	1	0	2	0	0	0	1	0	0	1	0	2	0	0	1	0	2	0	1	1	0	2	3	0	0	0	1	1	2	1	0	2	0	0	0	0	1	4	1	1	3	0	0	0	0	0	0
2772	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;Chloroflexineae;suborder;	Chloroflexineae	suborder	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0
709	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;Chloroflexineae;suborder;Chloroflexaceae;family;	Chloroflexaceae	family	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
710	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;Chloroflexineae;suborder;Chloroflexaceae;family;Chloroflexus;genus;	Chloroflexus	genus	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
714	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;Chloroflexineae;suborder;Oscillochloridaceae;family;	Oscillochloridaceae	family	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
2773	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;Chloroflexineae;suborder;Oscillochloridaceae;family;Oscillochloris;genus;	Oscillochloris	genus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
2774	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;Roseiflexineae;suborder;	Roseiflexineae	suborder	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0
2775	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;Roseiflexineae;suborder;Roseiflexaceae;family;	Roseiflexaceae	family	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0
713	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;Roseiflexineae;suborder;Roseiflexaceae;family;Roseiflexus;genus;	Roseiflexus	genus	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0
-709	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Chloroflexia;class;Chloroflexales;order;unclassified_Chloroflexales;;	unclassified_Chloroflexales		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
703	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;	Caldilineae	class	2	2	0	0	1	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	1	0	1	0	3	1	3	0	0	0	1	1	1	1
704	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;Caldilineales;order;	Caldilineales	order	2	2	0	0	1	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	1	0	1	0	3	1	3	0	0	0	1	1	1	1
705	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;Caldilineales;order;Caldilineaceae;family;	Caldilineaceae	family	2	2	0	0	1	3	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	2	0	1	0	1	0	3	1	3	0	0	0	1	1	1	1
706	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;Caldilineales;order;Caldilineaceae;family;Caldilinea;genus;	Caldilinea	genus	1	2	0	0	1	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	1	0	1	0	3	0	1	0	0	0	1	1	1	1
-706	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;Caldilineales;order;Caldilineaceae;family;unclassified_Caldilineaceae;;	unclassified_Caldilineaceae		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2854	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Caldilineae;class;Caldilineales;order;Caldilineaceae;family;Litorilinea;genus;	Litorilinea	genus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
-695	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;unclassified_Chloroflexi;;	unclassified_Chloroflexi		0	3	1	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	2	1	1	2	1	1	0	1	1	3	0	2	2	0	0	0	0	1	0
730	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;	Thermomicrobia	class	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
734	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;	Sphaerobacteridae	subclass	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
735	Root;rootrank;Bacteria;domain;Chloroflexi;phylum;Thermomicrobia;class;Sphaerobacteridae;subclass;Sphaerobacterales;order;	Sphaerobacterales	order	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
